Platform name, Total Gap Time, Average Gap Time, Min Value, Max Flight Time 
VF,571:07:47:29,35:16:59:13,-741,00:02:46:02
VFJB,541:15:13:46,108:07:50:45,-867,00:02:41:36
VFLC,412:05:40:20,68:16:56:43,-812,00:02:27:55
VFLN,511:19:21:06,56:20:49:00,-879,00:02:39:24
VFSC,488:23:17:10,34:22:14:05,-741,00:02:45:41
VG,533:00:18:02,14:00:38:22,-902,00:02:45:16
VGBC,498:15:18:47,62:07:54:50,-771,00:02:43:59
VGD,250:15:22:25,125:07:41:12,-857,00:02:00:34
VGE,522:01:33:13,40:03:48:42,-926,00:02:37:11
VGGW,557:12:11:17,37:04:00:45,-778,00:02:44:54
VGH,526:20:37:54,47:21:30:43,-994,00:02:37:35
VGPW,453:06:49:52,90:15:45:58,-729,00:02:15:57
VGU,476:04:29:19,23:19:25:27,-844,00:02:42:23
VGWI,331:03:07:10,110:09:02:23,-977,00:01:56:00
VGYK,367:08:55:34,52:11:33:39,-638,00:02:39:18
VH,560:02:33:28,09:19:50:03,-933,00:02:40:15
VHA,437:16:03:24,25:17:53:08,-967,00:02:19:34
VHH,423:11:21:12,52:22:25:09,-999,00:02:29:13
VHI,541:05:00:43,27:01:27:02,-975,00:02:43:37
VHN,427:13:14:13,47:12:08:14,-874,00:02:31:15
VHQ,425:20:19:20,53:05:32:25,-914,00:02:40:12
VHUL,373:20:01:59,74:18:24:23,-570,00:02:40:46
VI,563:23:52:31,06:04:44:45,-966,00:02:45:59
VIDN,478:15:50:06,68:09:07:09,-638,00:02:45:14
VIET,522:19:02:13,52:06:42:13,-955,00:02:07:22
VIHK,502:11:41:58,35:21:24:25,-984,00:02:09:59
VIJ,364:07:51:07,33:02:53:44,-994,00:02:37:32
VIK,538:18:52:45,67:08:21:35,-842,00:02:43:18
VIMC,267:19:22:34,133:21:41:17,-718,00:02:21:19
VIO,573:03:27:29,71:15:25:56,-882,00:01:49:29
VIP,515:10:23:24,46:20:34:51,-713,00:02:33:41
VIQE,508:04:23:15,56:11:09:15,-945,00:02:41:17
VIZK,301:05:29:58,43:00:47:08,-708,00:02:45:49
VJ,558:07:32:46,12:23:37:02,-934,00:02:33:01
VJAN,481:14:21:34,48:03:50:09,-956,00:02:39:13
VJB,507:12:53:29,42:07:04:27,-971,00:02:35:29
VJC,431:08:42:31,33:04:21:43,-746,00:02:11:33
VJI,257:15:47:34,42:22:37:55,-646,00:02:35:16
VJJW,342:05:36:40,57:00:56:06,-998,00:02:33:29
VJXU,511:02:09:59,102:05:13:59,-558,00:02:32:18
VK,556:15:51:51,18:13:19:43,-862,00:02:45:48
VKBF,463:23:47:49,92:19:09:33,-581,00:01:47:41
VKHX,530:00:10:14,75:17:10:02,-943,00:02:05:26
VKJ,470:08:06:11,47:00:48:37,-987,00:02:44:15
VKK,521:01:50:02,65:03:13:45,-754,00:02:39:35
VKR,424:20:37:16,35:09:43:06,-848,00:02:32:10
VL,567:11:55:00,14:22:25:07,-993,00:02:44:50
VLA,389:05:30:02,38:22:09:00,-976,00:02:37:32
VLDK,519:17:37:15,47:05:57:55,-995,00:02:46:19
VLK,458:18:50:46,65:12:58:40,-629,00:02:39:22
VLLE,549:23:20:47,49:23:56:26,-677,00:02:38:10
VLSZ,428:20:10:57,53:14:31:22,-998,00:02:15:04
VLXU,446:13:57:15,37:05:09:46,-758,00:02:42:03
VLZ,500:05:08:31,38:11:28:20,-406,00:02:44:57
VM,561:14:42:41,11:05:34:27,-948,00:02:46:17
VMC,493:15:15:32,32:21:49:02,-826,00:02:43:43
VME,454:01:50:59,41:06:42:49,-873,00:02:18:01
VMFK,461:09:29:42,51:06:23:18,-973,00:02:36:58
VMKN,513:22:01:52,57:02:26:52,-461,00:02:44:57
VMT,403:16:14:34,36:16:44:57,-856,00:02:37:38
VN,573:15:12:22,08:01:54:15,-862,00:02:40:31
VND,529:08:39:07,48:02:58:06,-759,00:02:40:03
VNGH,558:02:46:40,55:19:28:40,-942,00:02:28:04
VNH,542:08:39:16,60:06:17:41,-636,00:02:41:23
VNL,537:06:34:20,41:07:53:24,-989,00:02:45:22
VNM,452:15:55:40,64:15:59:22,-698,00:02:25:10
VNPN,542:08:49:39,45:04:44:08,-944,00:02:46:11
VNRG,543:00:46:37,77:13:49:31,-749,00:02:10:26
VNT,336:17:47:07,33:16:10:42,-774,00:02:39:51
VNZ,464:15:01:36,42:05:43:46,-993,00:02:46:37
VO,420:11:35:59,22:03:08:12,-916,00:02:42:29
VOGK,551:23:49:34,61:07:58:50,-697,00:02:36:51
VOHX,537:22:29:22,41:09:06:52,-898,00:02:13:22
VOK,310:16:59:27,44:09:17:03,-980,00:02:04:24
VOLX,535:23:56:28,178:15:58:49,-188,00:02:12:27
VON,504:01:17:43,31:12:04:51,-701,00:02:29:00
VOQ,516:12:39:58,73:18:57:08,-784,00:02:40:16
VOV,469:20:11:58,93:23:14:23,0,00:02:34:40
VOVK,485:16:32:53,53:23:10:19,-245,00:02:15:31
VOXK,452:14:26:56,64:15:46:42,-672,00:02:33:55
VP,541:02:57:06,16:21:50:32,-936,00:02:43:00
VPA,496:08:05:07,70:21:43:35,-121,00:02:39:52
VPDI,487:04:59:10,54:03:13:14,-511,00:02:41:51
VPH,343:16:51:38,68:17:46:19,0,00:02:04:43
VPIS,526:12:21:57,43:21:01:49,-773,00:02:39:23
VPJ,361:14:54:04,32:20:59:27,-833,00:02:42:53
VPK,421:06:54:41,38:07:10:25,-937,00:02:32:03
VPSH,535:23:19:08,76:13:37:01,-893,00:02:13:37
VPW,540:08:32:48,45:00:42:44,-894,00:02:27:51
VPX,272:10:31:22,45:09:45:13,-824,00:02:32:57
VQ,554:09:42:23,09:21:36:06,-937,00:02:45:34
VQB,535:08:22:18,48:16:02:01,-731,00:02:24:15
VQBA,548:03:21:28,60:21:42:23,-335,00:02:45:01
VQJN,415:14:35:52,59:08:56:33,-945,00:02:41:44
VQP,544:21:36:59,49:12:52:27,-823,00:02:26:59
VR,554:20:15:45,11:13:25:19,-918,00:02:33:20
VRB,313:23:07:08,39:05:53:23,-951,00:02:45:17
VRBI,507:23:24:17,56:10:36:01,-460,00:02:39:02
VRII,548:17:48:07,42:05:03:42,-977,00:02:34:59
VRL,364:00:05:22,45:12:00:40,-431,00:02:11:47
VRNU,423:16:29:46,70:14:44:57,-924,00:02:40:53
VS,502:16:41:26,29:13:41:15,-978,00:02:40:49
VSI,458:06:16:34,50:22:01:50,-938,00:02:17:54
VSK,514:21:22:18,51:11:44:13,-886,00:01:37:29
VSO,537:10:04:40,53:17:48:28,-947,00:02:24:15
VSRA,408:08:04:12,81:16:00:50,-515,00:02:22:10
VSRX,351:08:42:29,70:06:32:29,-747,00:02:38:51
VSY,463:18:52:57,38:15:34:24,-865,00:02:41:47
VT,480:02:54:44,96:00:34:56,-729,00:02:36:38
VTDZ,485:06:33:54,53:22:03:46,-764,00:02:33:50
VTTJ,407:06:10:37,81:10:50:07,-129,00:02:46:33
VTV,527:09:05:00,37:16:04:38,-851,00:02:46:30
VTW,516:16:28:45,73:19:29:49,-979,00:02:44:59
VTY,401:17:45:56,40:04:10:35,-861,00:02:37:08
VU,571:06:20:13,07:17:16:29,-813,00:02:43:25
VUF,525:12:45:26,30:21:55:36,-957,00:02:33:48
VUFP,432:00:57:24,39:06:37:56,-684,00:02:44:56
VUHQ,329:17:55:04,36:15:19:27,-716,00:02:18:30
VUM,541:19:22:04,20:01:36:22,-954,00:02:38:28
VURA,469:06:06:33,93:20:25:18,-968,00:02:35:22
VUT,461:23:35:04,65:23:56:26,-970,00:02:17:45
VUTG,337:04:21:25,56:04:43:34,-882,00:02:17:43
VUZ,380:08:55:03,38:00:53:30,-989,00:02:34:54
VUZY,434:10:50:15,43:10:41:01,-965,00:02:45:03
VV,550:23:27:07,22:22:58:37,-958,00:02:44:02
VVK,463:10:19:42,46:08:13:58,-849,00:02:40:45
VVN,535:19:49:07,59:12:52:07,-940,00:02:13:37
VVU,467:01:02:44,77:20:10:27,-798,00:02:17:46
VVX,473:19:40:00,39:11:38:20,-685,00:02:37:37
VVY,267:18:33:22,53:13:18:40,-324,00:02:30:22
VW,562:13:56:51,31:06:06:29,-871,00:02:30:22
VWA,568:19:26:02,37:22:05:44,-943,00:02:32:18
VWC,543:20:15:51,67:23:31:58,-880,00:02:30:25
VWE,527:15:24:43,43:23:17:03,-922,00:02:01:32
VWKL,353:09:36:05,32:03:03:16,-782,00:02:39:43
VWLH,551:14:07:33,68:22:45:56,-807,00:02:37:39
VWQ,512:16:02:49,56:23:06:58,-881,00:02:23:38
VWU,526:07:16:11,105:06:15:14,-408,00:02:44:34
VWYA,515:12:13:09,46:20:44:49,-913,00:02:42:52
VX,570:11:13:53,18:09:39:09,-922,00:02:39:05
VXCO,357:03:22:13,59:12:33:42,-465,00:01:58:55
VXDF,486:19:35:19,81:03:15:53,-887,00:02:43:09
VXH,553:06:17:05,30:17:40:56,-962,00:02:39:00
VXVG,530:17:49:22,58:23:18:49,-597,00:02:22:03
VXVN,443:06:06:17,40:07:06:01,-984,00:02:35:00
VXW,540:16:47:15,28:10:59:19,-928,00:02:46:23
VY,563:09:28:43,11:06:25:46,-997,00:02:45:32
VYBC,407:21:59:47,45:07:46:38,-850,00:01:56:35
VYQS,403:02:43:01,40:07:28:18,-942,00:02:33:23
VYRL,546:02:41:01,68:06:20:07,-667,00:02:44:19
VYTK,449:01:43:36,37:10:08:38,-990,00:02:44:45
VZ,556:22:53:41,22:06:40:32,-924,00:02:41:17
VZAF,535:10:13:54,59:11:48:12,-986,00:02:40:41
VZB,517:22:36:48,32:08:54:48,-972,00:02:24:21
VZC,447:12:05:47,55:22:30:43,-997,00:02:42:07
VZFK,537:15:26:35,89:14:34:25,-656,00:02:41:37
VZFX,531:16:44:43,44:07:23:43,-947,00:02:46:14
VZI,541:22:17:28,38:17:01:14,-921,00:02:24:59
VZND,526:16:58:22,40:12:22:57,-740,00:02:46:35
VZQC,475:12:18:29,47:13:13:50,-964,00:02:43:16
VZT,514:14:16:09,46:18:45:06,-999,00:02:41:13
VZUE,459:17:35:27,57:11:11:55,-800,00:02:45:46
VZZ,530:08:55:03,24:02:35:13,-996,00:02:44:03
W,578:17:10:39,00:15:54:34,-999,00:02:46:19
WA,553:09:15:36,50:07:23:14,-978,00:02:08:00
WABW,509:23:54:19,63:17:59:17,-774,00:02:19:20
WAOS,533:12:43:05,59:06:44:47,-896,00:02:38:10
WAOV,398:12:15:39,44:06:41:44,-707,00:02:30:25
WARF,445:10:21:58,55:16:17:44,-613,00:02:45:09
WAV,498:05:54:27,41:12:29:32,-932,00:02:39:13
WB,562:14:50:48,08:06:34:16,-976,00:02:45:20
WBC,399:08:30:16,133:02:50:05,-964,00:02:40:37
WBH,542:17:34:20,135:16:23:35,0,00:01:45:30
WBIJ,553:04:08:23,69:03:31:02,-799,00:02:36:24
WBM,423:13:31:37,105:21:22:54,-852,00:01:27:51
WBO,527:21:05:48,131:23:16:27,0,00:01:49:13
WBS,549:08:59:24,28:21:56:48,-970,00:02:29:38
WC,568:02:33:28,12:14:59:24,-976,00:02:45:47
WCC,409:00:25:40,51:03:03:12,-679,00:02:33:35
WCI,387:04:42:33,129:01:34:11,-715,00:02:19:10
WCJ,356:23:53:09,44:14:59:08,-850,00:02:46:31
WCMB,456:00:20:34,50:16:02:17,-890,00:02:41:23
WCPX,565:11:24:39,56:13:08:27,-988,00:02:38:59
WCU,464:08:56:14,38:16:44:41,-627,00:02:26:21
WD,544:20:54:24,11:14:13:55,-989,00:02:39:24
WDC,451:06:48:35,56:09:51:04,-904,00:02:36:47
WDHC,491:04:31:32,81:20:45:15,-397,00:02:18:15
WDTM,463:07:25:40,35:15:20:26,-908,00:02:39:11
WDUH,436:16:14:57,48:12:28:19,-937,00:02:41:45
WDW,523:00:24:49,20:02:47:06,-920,00:02:42:43
WDZO,535:21:46:08,48:17:15:06,-978,00:02:39:12
WE,564:03:21:54,09:21:31:57,-962,00:02:41:07
WEA,452:20:46:56,64:16:40:59,-778,00:02:39:28
WED,551:00:15:35,68:21:01:56,-666,00:02:39:26
WEJ,534:23:33:15,53:11:57:19,-809,00:02:17:49
WENY,315:19:17:23,31:13:55:44,-771,00:02:37:19
WEP,453:00:46:30,32:08:37:36,-863,00:02:42:02
WER,435:12:32:53,43:13:15:17,-775,00:02:18:18
WEWH,474:20:34:35,52:18:17:10,-985,00:02:10:19
WF,576:16:57:54,06:20:46:24,-970,00:02:46:00
WFBW,325:00:15:20,65:00:03:04,-973,00:02:35:45
WFE,564:04:23:43,62:16:29:18,-827,00:02:41:28
WFG,528:20:56:35,44:01:44:42,-900,00:02:37:09
WFX,539:23:47:23,59:23:58:35,-920,00:02:34:00
WG,564:23:48:17,11:18:29:45,-955,00:02:42:47
WGBG,530:13:42:45,58:22:51:25,-852,00:02:40:07
WGM,530:11:50:08,24:02:43:11,-853,00:02:40:54
WGV,499:23:21:24,41:15:56:47,-933,00:02:37:00
WGVK,564:16:25:42,40:08:01:50,-673,00:02:28:49
WH,411:04:29:47,24:04:29:59,-990,00:02:31:21
WHA,506:23:19:56,33:19:09:19,-788,00:02:46:27
WHB,483:05:20:19,43:22:18:12,-820,00:02:27:38
WHIK,543:04:36:09,60:08:30:41,-841,00:02:25:41
WHJF,488:03:54:35,44:09:04:57,-849,00:02:40:25
WHOY,452:12:22:45,41:03:18:25,-795,00:02:29:45
WHV,512:08:50:40,39:09:54:40,-856,00:02:30:39
WI,568:23:41:20,18:08:30:21,-930,00:02:43:52
WIAM,452:16:30:30,64:16:04:21,-840,00:02:34:00
WIFB,457:23:40:36,76:07:56:46,-498,00:02:35:43
WIGK,555:02:27:58,92:12:24:39,-334,00:02:39:56
WIKN,505:15:35:32,29:17:51:30,-941,00:02:45:30
WIKQ,447:23:57:34,44:19:11:45,-656,00:02:35:52
WIL,547:07:05:28,49:18:05:57,-611,00:02:45:11
WIN,486:02:53:29,54:00:19:16,-682,00:02:32:30
WIQ,453:00:59:37,50:08:06:37,-530,00:02:07:29
WIQP,535:00:34:23,29:17:21:54,-748,00:02:31:20
WITT,319:01:46:40,45:13:58:05,-792,00:02:23:09
WIX,305:18:05:26,76:10:31:21,-855,00:02:22:40
WJ,575:21:43:36,14:18:24:11,-972,00:02:43:07
WJA,485:11:41:25,69:08:31:37,-909,00:02:30:47
WJD,243:03:16:32,81:01:05:30,-480,00:02:45:02
WJE,471:05:47:04,78:12:57:50,-790,00:02:14:47
WJF,423:17:51:53,47:01:59:05,-886,00:02:36:47
WJM,424:16:01:17,32:16:00:05,-847,00:02:37:18
WJNI,525:14:40:59,58:09:37:53,-733,00:02:32:07
WJO,518:17:10:01,43:05:25:50,-997,00:02:05:15
WJR,525:17:32:15,58:09:56:55,-942,00:02:44:00
WJT,424:17:22:34,38:14:40:14,-971,00:02:44:54
WJU,349:06:58:04,58:05:09:40,-835,00:02:14:11
WJW,540:00:10:50,41:12:56:13,-984,00:02:16:20
WK,552:21:42:00,12:00:28:18,-883,00:02:42:45
WKBY,554:23:54:52,46:05:59:34,-977,00:02:44:23
WKC,520:04:42:06,43:08:23:30,-756,00:02:36:53
WKD,535:12:54:59,107:02:34:59,-669,00:02:20:40
WKKG,332:17:17:46,66:13:03:33,-949,00:01:50:27
WKMC,367:08:54:59,40:19:39:26,-708,00:02:23:18
WKN,517:00:34:45,51:16:51:28,-854,00:02:00:31
WKW,438:03:07:07,54:18:23:23,-900,00:02:27:18
WKXF,423:13:55:12,32:13:59:37,-775,00:02:37:03
WKY,556:16:03:44,50:14:33:04,-977,00:02:01:16
WL,443:14:40:45,110:21:40:11,-716,00:02:21:24
WLCE,418:20:23:45,104:17:05:56,-775,00:02:38:46
WLE,493:17:53:46,35:06:25:16,-947,00:02:37:09
WLI,505:19:55:28,45:23:37:46,-876,00:02:45:56
WLLR,542:17:52:14,38:18:25:09,-704,00:02:18:31
WLNO,474:18:26:05,47:11:26:36,-983,00:02:33:09
WLO,325:19:08:48,54:07:11:28,0,00:02:36:05
WLTJ,469:17:22:59,93:22:40:35,-837,00:01:39:51
WLU,518:20:54:07,64:20:36:45,-978,00:02:11:56
WLUB,456:05:38:54,50:16:37:39,-944,00:02:22:17
WM,545:15:41:26,12:03:00:55,-908,00:02:46:35
WMAH,314:01:28:37,62:19:29:43,-399,00:02:24:49
WMAJ,496:14:20:54,41:09:11:44,-475,00:02:22:57
WMEK,435:10:02:10,54:10:15:16,-958,00:02:36:46
WMX,551:16:10:34,55:04:01:03,-712,00:02:24:43
WMYT,473:17:53:30,52:15:19:16,-890,00:02:36:46
WN,547:17:34:12,14:01:03:57,-995,00:02:44:27
WNCO,486:09:31:22,162:03:10:27,-361,00:02:28:42
WNEA,397:03:53:00,44:03:05:53,-970,00:02:31:36
WNHB,463:10:46:37,57:22:20:49,-705,00:02:36:27
WNJL,548:19:08:09,54:21:06:48,-680,00:02:45:13
WNQ,404:14:13:21,57:19:10:28,-991,00:02:19:19
WNU,498:11:32:01,62:07:26:30,-496,00:02:39:03
WNZ,454:17:04:19,50:12:33:48,-589,00:02:31:07
WO,561:07:54:41,14:00:47:52,-953,00:02:42:36
WOAY,460:06:30:28,65:18:04:21,-963,00:02:22:21
WOGB,508:23:59:38,63:14:59:57,-857,00:02:38:02
WOMD,520:06:06:22,65:00:45:47,-447,00:02:26:10
WOOD,459:10:48:36,153:03:36:12,-903,00:02:07:25
WOQ,563:17:33:02,35:05:35:48,-910,00:02:43:45
WOQK,553:09:01:23,69:04:07:40,-825,00:02:41:15
WOVT,352:14:13:45,117:12:44:35,-782,00:01:46:49
WOZY,560:11:34:23,70:01:26:47,-1000,00:02:39:36
WP,559:10:41:11,08:21:07:19,-985,00:02:41:16
WPD,504:01:37:48,31:12:06:06,-976,00:02:42:41
WPJ,414:19:01:18,103:16:45:19,-879,00:02:46:38
WPM,504:21:39:54,72:03:05:42,-977,00:02:21:57
WPOL,382:08:38:45,95:14:09:41,-816,00:02:06:51
WPSK,518:02:20:36,43:04:11:43,-970,00:02:42:29
WPSQ,493:03:47:10,44:19:58:50,-928,00:02:41:52
WPTB,544:00:57:03,45:08:04:45,-973,00:02:16:00
WQ,555:04:37:23,14:05:39:25,-789,00:02:45:59
WQA,490:17:42:50,44:14:42:04,-853,00:02:17:09
WQB,380:06:05:30,63:09:00:55,-766,00:02:44:14
WQCR,569:19:41:33,40:16:50:06,-671,00:02:44:29
WQFI,427:09:20:14,53:10:10:01,-678,00:02:19:52
WQI,548:00:29:00,39:03:27:47,-933,00:02:39:15
WQK,545:12:07:11,68:04:30:53,-514,00:02:45:24
WQL,556:07:29:02,46:08:37:25,-982,00:02:44:23
WQNV,529:10:18:08,75:15:11:09,-911,00:01:59:13
WQUQ,509:14:34:20,72:19:13:28,-983,00:02:39:43
WR,393:15:17:48,49:04:54:43,-862,00:02:24:00
WRB,347:02:52:10,28:22:14:20,-952,00:02:34:43
WRMF,297:16:46:59,49:14:47:49,-892,00:02:39:44
WRZ,503:00:26:42,50:07:14:40,-984,00:02:43:22
WS,557:02:24:28,09:03:11:13,-965,00:02:45:46
WSK,496:18:45:14,99:08:33:02,-643,00:02:29:23
WSM,511:21:28:50,39:09:02:13,-927,00:02:33:47
WSP,480:13:18:19,36:23:10:38,-963,00:02:36:38
WT,575:16:23:46,09:03:18:28,-994,00:02:44:53
WTA,405:14:39:21,40:13:27:56,-928,00:02:15:40
WTCV,448:00:05:19,56:00:00:39,-628,00:02:31:49
WTM,512:23:47:43,39:11:03:40,-953,00:02:45:33
WTOY,366:15:22:56,45:19:55:22,-871,00:02:23:26
WTQ,347:21:55:19,24:20:25:22,-892,00:02:46:00
WTRT,398:07:13:48,56:21:36:15,-870,00:02:29:54
WTU,567:03:06:31,27:00:08:52,-1000,00:02:45:54
WTWG,428:00:43:51,47:13:24:52,-698,00:02:44:32
WTWX,437:13:04:22,43:18:06:26,-844,00:02:32:01
WU,537:17:09:45,16:19:17:10,-950,00:02:45:22
WUBG,562:14:58:47,43:06:41:26,-750,00:02:42:34
WUEP,427:21:13:06,85:13:50:37,-542,00:02:20:26
WUG,460:20:54:39,65:20:07:48,-720,00:02:23:56
WUGK,514:23:44:30,46:19:36:46,-987,00:02:34:41
WUIA,554:12:00:25,69:07:30:03,-673,00:02:45:32
WUPX,530:09:00:05,40:19:09:14,-777,00:02:31:34
WUZ,561:18:43:52,46:19:33:39,-357,00:02:31:39
WV,520:12:32:03,22:15:09:13,-977,00:02:43:14
WVAP,450:22:55:14,75:03:49:12,-395,00:02:31:29
WVD,536:09:07:14,35:18:12:28,-511,00:02:29:46
WVF,394:04:52:20,98:13:13:05,-813,00:02:46:31
WVI,465:23:18:01,42:08:39:49,-864,00:02:34:09
WVKX,484:01:49:03,34:13:50:38,-955,00:02:41:46
WVL,529:19:19:49,40:18:06:08,-859,00:02:45:17
WVN,485:09:39:25,53:22:24:22,-779,00:02:44:36
WVOQ,508:13:55:40,46:05:37:47,-894,00:02:36:09
WVQ,382:16:29:58,127:13:29:59,-735,00:02:37:05
WW,549:23:45:12,27:11:59:15,-987,00:02:30:09
WWAM,485:22:49:29,37:09:08:25,-952,00:02:32:09
WWB,542:19:00:12,45:05:35:01,-747,00:02:32:17
WWFE,380:17:56:25,38:01:47:38,-915,00:02:38:15
WWIA,487:12:27:05,44:07:40:38,-953,00:02:35:39
WWLD,434:22:15:48,72:11:42:38,-483,00:02:41:30
WWU,463:21:00:53,51:13:00:05,-870,00:02:35:23
WWV,552:00:18:23,42:11:06:01,-730,00:02:35:31
WWXC,398:18:24:46,44:07:22:45,-961,00:02:37:59
WX,574:02:25:08,17:09:31:40,-940,00:02:37:40
WXA,493:18:41:38,70:12:57:22,-707,00:02:32:57
WXG,456:00:11:10,30:09:36:44,-750,00:02:46:06
WXGQ,539:09:36:30,38:12:41:10,-634,00:02:35:59
WXHS,415:10:09:22,27:16:40:37,-807,00:02:35:44
WXK,384:02:46:18,64:00:27:43,-790,00:02:33:36
WXO,496:05:31:42,55:03:16:51,-562,00:02:39:37
WXSP,537:17:16:20,41:08:42:47,-446,00:02:46:38
WXW,375:22:00:57,46:23:45:07,-476,00:02:43:56
WY,417:09:06:41,37:22:38:47,-851,00:02:11:56
WYGC,427:08:39:36,42:17:39:57,-903,00:02:40:31
WYHC,534:11:02:12,38:04:13:00,-827,00:02:41:27
WYM,410:03:10:32,37:06:50:02,-783,00:02:29:27
WYP,430:08:29:50,47:19:36:38,-861,00:02:14:49
WYWV,226:07:59:36,226:07:59:36,-795,00:02:30:28
WYZ,391:13:33:23,65:06:15:33,-846,00:02:43:36
WZ,547:18:35:35,19:13:31:16,-865,00:02:44:58
WZB,483:12:39:01,80:14:06:30,-885,00:02:45:11
WZCF,497:06:35:53,99:10:55:10,-941,00:02:23:30
WZDX,552:14:39:37,55:06:15:57,-899,00:02:14:43
WZG,501:04:53:05,83:12:48:50,-981,00:01:59:37
WZJ,365:19:14:14,45:17:24:16,-732,00:02:45:37
WZLZ,443:21:40:09,27:17:51:15,-987,00:02:42:49
WZSS,402:17:49:16,28:18:24:56,-955,00:01:54:58
WZV,480:20:19:30,53:10:15:30,-776,00:02:45:05
WZXE,478:07:27:54,47:19:56:47,-782,00:02:40:12
WZZ,444:23:51:24,55:14:58:55,-874,00:02:14:03
X,578:15:53:57,00:12:34:46,-1000,00:02:46:37
XA,561:06:26:13,07:14:01:58,-984,00:02:45:44
XAC,471:02:59:29,47:02:41:56,-901,00:02:34:06
XADC,374:11:49:40,41:14:38:51,-996,00:02:09:12
XAG,524:01:30:33,43:16:07:32,-828,00:02:46:30
XAJZ,476:12:00:37,119:03:00:09,-839,00:02:43:15
XAKE,525:20:44:44,43:19:43:43,-830,00:02:35:28
XAU,530:04:41:37,25:05:56:16,-933,00:02:44:54
XAX,530:21:12:08,66:08:39:01,-599,00:02:18:59
XAYI,435:21:28:50,54:11:41:06,-287,00:02:24:51
XB,558:17:19:46,13:07:16:11,-995,00:02:42:54
XBC,497:10:07:31,38:06:19:02,-938,00:02:44:24
XBCH,461:16:51:56,46:04:05:11,-847,00:02:37:17
XBCX,435:18:43:20,43:13:52:20,-940,00:02:46:38
XBJ,398:16:46:54,33:05:23:54,-997,00:02:40:16
XBJL,441:08:12:55,31:12:35:12,-788,00:02:36:31
XBPY,447:09:50:27,55:22:13:48,-328,00:02:29:40
XBQE,436:12:08:52,48:12:00:59,-988,00:02:39:47
XBTC,347:08:40:53,86:20:10:13,-999,00:02:27:20
XBX,501:00:57:40,45:13:10:41,-970,00:01:55:19
XBZ,548:10:14:07,49:20:34:00,-888,00:02:35:56
XC,565:00:51:16,37:16:03:25,-954,00:02:41:12
XCC,520:03:35:30,52:00:21:33,-979,00:02:43:44
XCD,359:06:53:12,32:15:53:55,-835,00:02:36:47
XCE,407:19:58:01,67:23:19:40,-713,00:02:30:11
XCJ,470:00:52:22,67:03:33:11,-934,00:02:44:33
XCK,524:20:35:01,58:07:37:13,-591,00:02:35:05
XCKU,470:14:44:59,47:01:28:29,-967,00:02:37:18
XCM,401:12:57:49,40:03:41:46,-920,00:02:32:35
XCR,560:14:28:36,50:23:08:03,-900,00:02:45:49
XCT,453:08:41:24,75:13:26:54,-311,00:02:31:11
XCTF,456:15:43:18,76:02:37:13,-620,00:02:43:26
XCY,559:08:34:05,62:03:37:07,-841,00:02:46:19
XD,557:17:12:01,19:05:33:31,-980,00:02:46:23
XDCQ,484:00:24:00,48:09:38:24,-600,00:02:03:06
XDD,551:23:38:27,22:23:59:06,-977,00:02:32:23
XDF,476:03:26:08,47:14:44:36,-963,00:01:56:40
XDR,457:20:01:49,91:13:36:21,-663,00:02:44:47
XE,434:06:39:18,33:09:44:33,-639,00:02:40:26
XEC,529:19:23:46,44:03:36:58,-823,00:02:45:36
XEDR,557:08:54:47,32:18:52:38,-936,00:02:39:33
XEIH,467:20:37:39,42:12:47:03,-956,00:02:46:31
XEJL,511:20:11:59,63:23:31:29,-375,00:02:40:08
XEL,515:01:30:04,64:09:11:15,-219,00:01:47:16
XEN,463:10:57:46,57:22:22:13,-803,00:02:45:23
XERX,271:10:58:36,38:18:42:39,-723,00:02:30:06
XF,547:12:16:51,10:07:55:47,-997,00:02:40:18
XFB,512:20:11:50,46:14:55:37,-857,00:02:39:05
XFCM,558:14:07:34,69:19:45:56,-824,00:02:22:21
XFEI,544:14:56:28,49:12:16:02,-986,00:02:34:13
XFET,552:23:58:51,69:02:59:51,-832,00:02:05:10
XFJD,478:01:38:32,47:19:21:51,-935,00:02:41:33
XFO,474:20:17:58,39:13:41:29,-978,00:02:43:33
XFOA,529:06:01:41,52:22:12:10,-995,00:02:28:02
XFQI,564:20:06:10,70:14:30:46,-752,00:02:29:28
XFS,520:18:41:08,104:03:44:13,-316,00:02:03:46
XFU,516:13:29:32,51:15:44:57,-957,00:02:41:58
XG,564:07:08:47,11:12:23:26,-998,00:02:45:57
XGA,388:08:12:24,77:16:02:28,-829,00:02:35:27
XGB,494:18:38:25,49:11:27:50,-992,00:02:37:52
XGER,472:08:31:33,94:11:18:18,-741,00:02:36:14
XGKY,532:00:42:17,38:00:03:01,-899,00:02:45:43
XGMJ,478:19:08:09,68:09:35:27,-963,00:02:46:31
XGON,452:03:19:01,45:05:07:54,-972,00:02:07:49
XGTI,368:04:23:10,73:15:16:38,-993,00:02:40:28
XGTP,400:09:57:28,40:00:59:44,-853,00:02:36:46
XH,571:08:43:47,08:12:40:03,-970,00:02:42:29
XHE,480:17:38:07,60:02:12:15,-907,00:02:28:11
XHFZ,530:16:02:36,44:05:20:13,-995,00:02:39:17
XHS,444:11:40:38,49:09:17:50,-878,00:02:18:12
XHTX,556:03:53:03,61:19:05:53,-948,00:02:43:54
XHV,400:02:28:41,36:08:57:09,-866,00:02:35:06
